koi_period,koi_prad,koi_insol,koi_steff,koi_slogg,koi_depth,koi_duration,koi_teq,koi_model_snr,koi_max_sngle_ev,koi_time0bk,koi_impact,koi_prad_err1,koi_prad_err2,koi_teq_err1,koi_teq_err2,koi_depth_err1,koi_depth_err2,koi_duration_err1,koi_duration_err2,koi_disposition
374.8528487879388,4.110092112353083,261.7795131675324,6363.51497104449,4.357993817425389,1998.4958253733382,13.316882127478618,250.43929114755372,73.42545277500258,91.4442231288668,1449.4563273866793,0.5330305614882556,0.6577632583187154,0.97457446083237,8.244334778032208,50.46735412917629,1.4357592913748416,81.48182249251752,3.2638842754027384,1.9941335812843142,CONFIRMED
950.7389492567112,11.067068473877983,247.05410119209262,6983.406985956862,4.708148493949979,2393.506513906356,4.275340879998158,442.80428670046814,70.29188541924714,53.010687700130305,1433.1648384925613,0.13789882173033396,0.08923224406827727,0.027001260755745854,9.858359915259323,74.92793047874683,1.0326857666881673,68.17566094928513,2.071850621859212,1.1028022952670025,FALSE POSITIVE
732.1279448404994,17.52244379958996,906.2639550629846,4252.339493962495,4.640241394685239,4280.009596350793,17.575496703741482,1280.6195466169252,14.096648873018978,72.76611691177236,1370.461565001144,0.5912429057506141,0.2499065133392016,0.9481751365502781,65.5453976783731,56.70401128497698,47.754082618726315,89.01841675792524,2.4123546385814794,0.41845227565996534,CANDIDATE
598.859154954938,14.778385284986443,249.62124522952115,6124.370498034994,3.7308498570406607,1733.021710996466,12.649208542315588,1196.7988632398365,92.64437846605101,44.1687814992862,1542.9066680405952,0.31478562371695795,0.7759425530144582,0.37499064961065326,49.207130610685574,9.246955728067842,3.9000767955316946,45.484269884107974,3.611951435139108,0.4895095669281686,CANDIDATE
156.4406311222153,16.22794238329827,272.02253115601815,5858.7299157187435,3.723874204612211,4354.765939820248,3.9868737875821307,655.8354988942909,59.00485920489786,63.37342317670138,1490.6496642034515,0.05234876680960243,0.5333989951420315,0.019989500971662705,79.25110978160181,19.372443441571985,97.47872281257509,89.49508650949697,4.39389954536729,3.82423130920879,CANDIDATE
156.41652307603454,13.346275650858988,759.4223225917219,7164.151883941356,3.9022615516173698,486.26543333462286,19.28442309214293,689.8538161064762,39.55392450789,34.71701780469075,1646.2803969296015,0.9486561577065649,0.9286893711691743,0.6922656594072631,91.71081289700962,22.713490219060994,22.984452279597804,86.71163811325147,1.433872124114901,2.279534656079502,CONFIRMED
58.55457036211536,13.999393008098123,449.79486846629493,7530.435302406303,4.041612089511556,3895.1522641827223,10.848943803371093,893.6207636196533,76.87116543205413,30.81474295875909,1312.8438321928234,0.6414903690642878,0.43446389425794074,0.9807349009910407,39.448320889483206,26.528561110839643,47.793808207119625,44.40252390356769,1.776176300258247,3.658287497800075,CONFIRMED
866.2430577020477,17.059315205523728,776.7328858994857,3060.783857386934,4.112683372112723,4245.360783620945,2.385070585561445,200.31330609067493,29.449718548155236,58.24474883078186,1557.5471710220504,0.876918931870847,0.8711142421557838,0.9659694656092166,60.04459263187998,56.974935803099925,7.052625371210137,38.73318821400488,4.660623042175822,3.4432068966421183,FALSE POSITIVE
601.3144542373371,5.368526172754126,65.4596209486288,6370.099595293963,4.5195458252500185,949.9973815448268,12.909825183886277,513.6176368494362,70.88343451940044,50.31483774421405,1605.1795514046244,0.6760560050132531,0.45446588310345515,0.16932764109039425,50.56896615173568,50.892612202713956,52.68279320095459,93.34838948205542,2.934707782806283,0.7632760626252632,CONFIRMED
708.2185415071475,10.043786791041239,487.622436554017,3259.178995598645,3.585020648248753,2180.215335242392,5.8107792332433945,470.7013511906788,8.772564719363487,58.37410054584813,1603.7946276753228,0.35698369214011294,0.9794557959149655,0.18943532800549345,98.17945490860086,21.112843798056684,38.61565638959344,71.80130871930533,0.9769129039615051,0.8001508775421093,FALSE POSITIVE
21.074202048654545,4.813584115482243,33.710238823264305,5744.2933253867795,3.5520090563390996,869.2238845850953,16.270175585668746,525.6278307746925,84.74376357288084,29.379397547415277,1654.42958683821,0.5126880723288114,0.960236037584888,0.5698835254734635,83.27735632830291,7.68792950211302,5.4213428588451515,92.89628929736949,3.352106180670676,3.8011758756272567,CANDIDATE
