koi_period,koi_prad,koi_insol,koi_steff,koi_slogg,koi_disposition
187.58278936425756,4.110092112353083,261.7130666790686,7708.920959462286,4.1439917565671855,CONFIRMED
475.3817960517531,11.067068473877983,246.9863292840091,8576.769780339606,4.610864658599972,CANDIDATE
366.1309739347968,17.52244379958996,906.2555179752314,4753.275291547493,4.520321859580318,FALSE POSITIVE
299.5299128564198,14.778385284986443,249.5537043875076,7374.118697248992,3.3077998093875474,CONFIRMED
78.43131090099705,16.22794238329827,271.9570066313697,7002.221882006241,3.298498939482948,FALSE POSITIVE
78.41926290793322,13.346275650858988,759.4006684353395,8829.812637517898,3.5363487354898266,CONFIRMED
29.51276427801563,13.999393008098123,449.7453450521155,9342.609423368824,3.7221494526820744,FALSE POSITIVE
433.15498481458013,17.059315205523728,776.7127898496117,3085.0974003417077,3.8169111628169654,FALSE POSITIVE
300.7569483657328,5.368526172754126,65.3755039028096,7718.139433411548,4.35939443366669,CONFIRMED
354.1822526091247,10.043786791041239,487.57631796144756,3362.850593838103,3.113360864331671,CONFIRMED
10.781954900753322,4.813584115482243,33.6232640472808,6842.010655541491,3.0693454084521328,CONFIRMED
484.96997115491615,19.759526155934616,62.66257692331997,5013.429103305747,3.783821125887818,FALSE POSITIVE
416.30509907981065,18.90915712388896,906.4383889698775,5147.436196654989,4.394327384275961,CANDIDATE
106.56338578379894,1.268822821685865,139.25397866388397,5470.709524166496,3.386870685912965,CANDIDATE
91.32157111994675,14.258715864055926,532.4253580683943,7349.047143347271,4.283008962512503,CONFIRMED
92.11055267179019,18.542342189605485,411.10149164468055,5338.349759681385,3.5196562758805987,CONFIRMED
152.4690003582891,4.021219229983004,347.34985282558006,8128.893354131963,4.772172217627032,CONFIRMED
262.6158376003028,11.574931995776275,899.8343473538156,5831.6916990170885,4.791379888533233,CONFIRMED
216.25653681173682,18.352021802966817,21.833178541521747,3478.47240216971,3.5945744085626528,CANDIDATE
145.96895552892192,1.1619465824230775,663.7930482787274,8486.318897388752,3.4599875079264812,FALSE POSITIVE
306.12052091382856,14.099695211313378,963.3948002692083,5000.308272148942,3.8226079441324625,CANDIDATE
70.1771833956949,6.29830564376474,560.1725817800074,6029.368157194838,3.481063170360297,CONFIRMED
146.42625194334147,18.525725809842342,936.8230938084715,7798.107182553311,4.344767686583407,FALSE POSITIVE
183.497740725199,19.43563578072467,52.2673567072309,5327.193100040984,4.652129369096571,FALSE POSITIVE
228.30695711640945,18.91319653771196,418.79913114097064,3396.099593027009,4.346184261822434,FALSE POSITIVE
392.69539271581027,9.747177224820543,260.1651893841415,5617.447329089695,4.648700894498699,CANDIDATE
100.23705418810069,17.309831694291614,730.82365677108,9611.140078860124,3.7939843244149483,CONFIRMED
257.360101987599,16.968713271433874,981.2972775263416,7492.140781089907,3.3126339414177215,CONFIRMED
296.41107714659023,6.722459228243485,256.53749714362334,7700.354040670449,4.475901894795184,FALSE POSITIVE
23.701981153638865,16.663851745938207,654.1780597280597,7425.975075463479,3.7209490102831078,CONFIRMED
303.96865352476846,1.221648876952106,198.10565178341253,4392.944972716057,4.342541650458265,CONFIRMED
85.67679978180212,12.127262630400034,565.3346012690641,5928.337048715961,3.5412878839635313,CANDIDATE
32.99327069614712,4.9851723271102095,463.9378473634693,8256.578588543227,3.162459269613345,CANDIDATE
474.46832585804,2.8510542726569366,972.0056095782408,3709.610282872114,4.985163590975526,CANDIDATE
482.8332005207424,2.0005874317695787,608.5311874237395,4944.969432627986,3.3124030158611983,CONFIRMED
404.29447538417236,14.077631129623725,349.51287702309793,4934.233759260976,4.976841987926962,CONFIRMED
152.65457770209866,7.12756179347729,114.10464393008449,6024.132493161542,4.954559865132895,CANDIDATE
49.28722094618875,14.632952044810848,151.2553162666472,9862.581186595296,4.587636207816079,FALSE POSITIVE
342.2743967428224,1.7744486455793762,225.32467678193558,3472.5178267867536,4.318845924163995,FALSE POSITIVE
220.35617062293085,6.648161587696902,250.9741516736846,6630.906960664165,4.155614100502169,FALSE POSITIVE
61.458098304967024,11.020080201319075,850.6175516805594,4255.552774085473,4.73220309075567,FALSE POSITIVE
247.84086660057946,15.919101714359789,561.2271760546421,9794.735817868208,3.5788790432389757,CANDIDATE
17.67706629705159,6.715673807175364,523.3956774652527,3793.1245330922493,3.935362424969754,CONFIRMED
454.7055408383516,12.704881840521677,114.77772418049878,5825.207016531139,4.238779938733003,CANDIDATE
129.76060080920846,17.776566090605648,860.1410919525015,8165.194893842243,3.822380951738982,CANDIDATE
331.429881034814,12.50933216955494,722.8170750654516,7931.880996192117,3.854972908180536,CANDIDATE
156.19968250666076,5.042709757695858,67.67768521638259,5959.100458257526,3.660569335004169,CANDIDATE
260.2739765783165,0.9758152403524913,707.8380188787963,5425.669175669027,4.128463633369072,CANDIDATE
273.5817845319682,17.466928041068133,543.5427819604727,5783.286649870094,4.701149056030232,CONFIRMED
92.83480053500075,0.9147535115825491,81.7345284933208,4849.933842110475,3.4030567560126257,CANDIDATE
484.807521568397,17.556682617341888,458.3060585222412,4437.330570947599,4.868866077506883,CONFIRMED
387.6788452688767,10.814274113530633,484.7014401671757,6381.27788291223,4.378175307496459,FALSE POSITIVE
469.77972131131247,18.811820121001475,165.7828824178741,4879.7362924732515,4.646546425360061,CONFIRMED
447.4662615386106,16.076273097586473,945.6986900188123,5012.231654280751,4.112381385260023,CONFIRMED
299.15103941613705,19.95971515540008,849.9768717269471,7597.292444321899,4.559033402848127,CONFIRMED
460.9761803940469,7.338880401308348,669.0256471057351,9779.761321899245,3.032400794678934,CANDIDATE
44.70200477493379,15.460171634156975,462.30093804499717,7225.460403915626,4.636760849559071,CONFIRMED
98.39343977836303,8.337652815380222,411.77142392909263,3538.856269454764,3.0802777181707333,CONFIRMED
23.091030810813763,9.857574595926222,650.9769574162826,3529.0852969784687,4.779826752725725,CANDIDATE
163.00250021625052,12.736356532758217,545.4364150882114,9659.962545918963,4.983925494477287,CONFIRMED
194.64430619989625,17.536703726633604,62.28248315082679,5081.035532151335,3.5881349243535556,FALSE POSITIVE
136.038841371061,19.689627649386257,512.507523743844,3644.4689025773278,3.4206371125715873,FALSE POSITIVE
414.4543858213887,15.481331570358105,806.4055531966671,7193.3121100526705,4.530726727716082,CANDIDATE
178.69828668344783,8.646452252263009,459.2452851981821,7365.541448031862,3.5060526818405062,CONFIRMED
140.82678758884668,8.716461544402868,51.96605798849287,7539.533740830817,4.731124766344407,FALSE POSITIVE
271.5766935375451,14.882854880983384,786.2803366020393,4871.814195002789,3.2056851843149534,CONFIRMED
70.89165037489394,5.156154342481895,201.37176849815302,3105.7747895013254,3.2519103927587167,CANDIDATE
401.19739188664283,2.6542452060621957,258.6282486796899,9755.107586181304,4.958303110201231,CONFIRMED
37.73804651804553,7.415132073995142,164.71470636876157,4756.251319837717,4.347677796540009,FALSE POSITIVE
