koi_period,koi_prad,koi_insol,koi_steff,koi_slogg
187.58278936425756,2.2587628239668867,560.3260832850167,5690.811976835592,4.357993817425389
475.3817960517531,5.648059000094403,531.6086581903996,6186.725588765489,4.708148493949979
366.1309739347968,8.792985440825879,1817.1964320160216,4001.871595169996,4.640241394685239
299.5299128564198,7.456136420890831,536.6150897065369,5499.496398427996,3.7308498570406607
78.43131090099705,8.162330904683772,580.3019659508304,5286.9839325749945,3.723874204612211
78.41926290793322,6.758441983751815,1530.8266117150292,6331.321507153085,3.9022615516173698
29.51276427801563,7.076627362919599,926.992692778553,6624.348241925042,4.041612089511556
433.15498481458013,8.567358689870533,1564.5855860626034,3048.627085909547,4.112683372112723
300.7569483657328,2.8718460841622666,177.46400725055122,5696.079676235171,4.5195458252500185
354.1822526091247,5.149537154609835,1000.7638276630994,3207.343196478916,3.585020648248753
10.781954900753322,2.601489697286221,115.54652035740114,5195.434660309424,3.5520090563390996
484.96997115491615,9.882846075968146,172.17374673794131,4150.530916174713,4.087865844415863
416.30509907981065,9.468563727022826,1817.5530340216014,4227.106398088565,4.545745538206971
106.56338578379894,0.874554708000806,321.5284736793106,4411.834013809426,3.7901530144347237
91.32157111994675,7.20296413889904,1088.2203304366733,5485.169796198441,4.462256721884378
92.11055267179019,9.289859015448826,851.6364250713777,4336.199862675077,3.8897422069104493
152.4690003582891,2.2154657787096683,727.3194862047433,5930.796202361122,4.829129163220275
262.6158376003028,5.89547969024998,1804.6750240901813,4618.109542295479,4.843534916399925
216.25653681173682,9.197138827086398,92.55562371220452,3273.4128012398346,3.94593080642199
145.96895552892192,0.822486796565089,1344.3898880423988,6135.039369936429,3.844990630944861
306.12052091382856,7.125492538844979,1928.6191467164233,4143.033298370824,4.1169559580993464
70.1771833956949,3.3248155700392323,1142.3279577505918,4731.067518397051,3.860797377770223
146.42625194334147,9.281763856077038,1876.803800964529,5741.7755328876065,4.5085757649375555
183.497740725199,9.725053329070994,151.90286460774635,4329.824628594848,4.739097026822428
228.30695711640945,9.470531646577623,866.6469721946147,3226.3426245868623,4.509638196366826
392.69539271581027,5.005035058245906,557.3076923759997,4495.684188051255,4.736525670874024
100.23705418810069,8.689405184398478,1475.1008817124232,6777.794330777214,4.095488243311211
257.360101987599,8.523219286083169,1963.529326469631,5566.937589194233,3.7344754560632913
296.41107714659023,3.5314544958109284,550.2336217662832,5685.916594668828,4.6069264210963885
23.701981153638865,8.374697004431436,1325.6404728744453,5529.128614550559,4.040711757712331
303.96865352476846,0.8515725297971799,436.29038388149326,3795.9685558377473,4.506906237843699
85.67679978180212,6.1645638455795035,1152.3939964146393,4673.3354564091205,3.9059659129726487
32.99327069614712,2.685083954233179,954.6683490422556,6003.759193453273,3.621844452210009
474.46832585804,1.6453854148841487,1945.4103927814972,3405.4915902126368,4.988872693231645
482.8332005207424,1.231055415477487,1236.6281817581098,4111.411104358849,3.7343022618958988
404.29447538417236,7.114743370842327,731.5374255692966,4105.276433863414,4.982631490945222
152.65457770209866,3.7288121557966285,272.48678053147006,4728.075710378024,4.965919898849671
49.28722094618875,7.385284329523234,344.9313160331224,6921.47496376874,4.69072715586206
342.2743967428224,1.1208852375899525,489.3680134049084,3270.010186735288,4.489134443122996
220.35617062293085,3.4952582093907982,539.3849896135811,5074.803977522381,4.3667105753766275
61.458098304967024,5.625167277565703,1708.7013127902187,3717.4587280488417,4.799152318066752
247.84086660057946,8.011870065970154,1144.3844371509235,6882.706181638976,3.9341592824292317
17.67706629705159,3.528148777854664,1070.6122771800146,3453.214018909857,4.201521818727316
454.7055408383516,6.445968076151586,273.79930014497404,4614.404009446365,4.4290849540497526
129.76060080920846,8.916788608243778,1727.272402031398,5951.539939338425,4.116785713804236
331.429881034814,6.350700287731893,1459.4878912565432,5818.217712109781,4.1412296811354015
156.19968250666076,2.713115010159521,181.9533057050031,4690.914547575729,3.9954270012531268
260.2739765783165,0.7318074247871111,1430.2784395980489,4386.096671810873,4.3463477250268046
273.5817845319682,8.765939302058834,1109.8995238181599,4590.449514211482,4.775861792022674
92.83480053500075,0.7020594030786778,209.3644242062176,4057.105052634557,3.802292567009469
484.807521568397,8.809665890499895,943.6862509808801,3821.3317548271993,4.901649558130162
387.6788452688767,5.524902773258514,995.1577599035916,4932.15879023556,4.533631480622344
469.77972131131247,9.421143135872514,373.26035331838773,4074.1350242704293,4.734909819020045
447.4662615386106,8.08844073984982,1894.1113866505505,4149.846659589,4.3342860389450175
299.15103941613705,9.980374050066706,1707.4519743872909,5627.024253898228,4.669275052136095
460.9761803940469,3.8317622467912464,1354.5935577917612,6874.149326799568,3.524300596009201
44.70200477493379,7.788288744845706,951.476343951184,5414.5488022375,4.727570637169302
98.39343977836303,4.318343679287801,852.9428060897916,3307.917868259865,3.5602082886280497
23.091030810813763,5.058818392887134,1319.3982609443606,3302.3344554162677,4.834870064544294
163.00250021625052,6.461301900574516,1113.5921453434657,6805.692883382264,4.987944120857965
194.64430619989625,8.799932584770218,171.43255646967697,4189.163161229335,3.9411011932651667
136.038841371061,9.848792957393304,1049.3801651021467,3368.2679443299016,3.8154778344286906
414.4543858213887,7.798597431712923,1622.487053604037,5396.1783486015265,4.648045045787061
178.69828668344783,4.468784430589671,945.5177613140683,5494.595113161065,3.8795395113803797
140.82678758884668,4.502891521632167,151.31532623082342,5594.019280474753,4.798343574758305
271.5766935375451,7.507031865094469,1583.2424887988645,4069.608111430165,3.654263888236215
70.89165037489394,2.7683828847988723,442.65937516515004,3060.4427368579,3.6889327945690376
401.19739188664283,1.5495040747482491,554.3106280316756,6860.061477817888,4.968727332650923
37.73804651804553,3.868910497587377,371.177389192977,4003.57218276441,4.510758347405007
493.4500248319584,3.2287704207137766,693.9193764994202,5704.10515221019,4.77033083664343
386.2362622636804,3.314927144331906,1525.6654360928383,5826.519479514838,3.986494066027277
99.75848292631912,2.7192736349741446,1062.8024260326779,5440.029668317942,4.514725624280906
3.2582975032393984,0.8998853015454379,449.51848459388947,4251.629576854593,4.3913627409628955
407.8229835131897,0.6698023799674312,1761.7686523964796,4084.385015056263,4.40472518018442
353.57524325188473,9.883362702492299,1765.1846171554819,5390.673130810812,4.523798689306583
364.63908043647314,4.563844770490692,1747.6279288397134,6464.382534446766,4.363038759693648
385.7495381696299,4.1511031480169756,515.6526121940017,6786.934915693582,4.143593553953999
37.48530354117813,6.956649185584164,929.9167211529268,3423.6232176150306,3.91388404157082
179.55363140786417,2.5734119347181097,1970.7298294747063,3619.3144503908793,4.652871996369803
58.376595232802295,9.524631247527141,1555.4243288044813,6778.9450351323185,3.839408645004779
431.620161224859,7.970277636947745,102.97647138984163,5946.14091333917,4.5385314592316215
311.8374143503652,1.3494045219664654,177.1489529579595,6531.975299319092,3.84999923397399
165.78356341389826,4.467017369956819,954.6661847840489,3810.5305365413724,4.437995254931681
32.247395967868805,8.851623921840565,1822.9794014300423,5350.343484437608,4.620617400693543
155.83566969697327,9.474954211768397,1100.4685060077927,5804.558377669895,3.828070833359809
162.92906935236016,4.940314356873762,1020.7343906668659,5720.447541787891,3.5899149512919624
364.938286079863,6.327408197501724,255.67371491542963,4632.6067634667925,3.696460614491261
318.95995694192897,2.0868224878747146,1330.7212042123733,3061.5795667652337,4.408995450906538
443.6627649168751,9.916101948301277,1653.1011631704396,5331.704227217053,4.774169609338603
236.37135511839367,2.700881163142712,791.8190146397466,4012.406156718435,3.5674952318531368
60.2373258461817,9.455951854283693,1562.4431093043886,4801.016984571561,4.601226888562469
356.765771217886,6.671643165427501,1930.7294751065826,6830.32406033527,4.011977968925078
380.51213178414025,6.273499551349162,447.34459529899374,4596.1412705697385,4.217792554879284
280.85796018596335,5.370540854656832,1070.4927808297455,6359.206426657707,4.893289324768348
385.59810638730323,2.6913632113187074,609.9190182649223,3754.162422997005,3.997957257103768
247.15090038401317,2.1770163040523283,1596.0661171159868,5689.841992100115,4.19800540090923
261.60504827630604,2.5946189861666658,1176.3070634682572,6908.027817755774,3.5205236221410217
214.05673867009554,2.2711634903704176,1287.4357142230924,3407.572403491747,3.6223980800072577
13.196853808675547,7.906052498884156,1605.9326112509934,3033.279768908768,3.887887386702176
54.39176778315557,3.826189962083936,822.142421691787,4734.331170530458,3.5417783612316116
16.19887825052376,1.0495054273522655,1834.4256333937342,3370.5019322054686,4.447062989072377
318.3870004262583,9.706474986337708,1089.406291129973,5993.537398704926,4.139597535202434
157.52081254762518,8.895965907152544,358.0119045289286,6658.194655394236,4.322217804092033
254.53106023676904,9.313646690354524,1407.0032804291648,4736.083890835035,3.7619707788444945
453.82945372608344,9.951624315141135,1596.859633354596,4034.846568621764,3.943898044154924
125.02146845986303,2.1520048675851293,667.685270281677,4737.613276026439,4.495736712279088
205.48627005629706,4.264299179575258,1721.4995511475684,5893.791271400004,4.9479540854456
377.8977937022528,7.703265519188867,1816.9793467932445,3036.216646321484,3.575625160403314
114.78468366306542,7.112195871511026,589.9637503867274,5357.815957938788,4.835576481282899
38.9514649594821,1.962011110228623,1967.866871794683,5453.166739549516,4.365321801966813
145.23085073042714,8.250414687410869,324.3874796950789,5550.752987583743,4.345879350133435
81.03003298337521,2.632185432448276,443.93055338485544,3968.0883199235086,4.250417802811641
464.8839773451152,2.6262673408149193,409.238436514151,5856.210893512507,3.604091128856275
404.1561295924263,5.601257017487429,1793.2799345153473,3365.5659453271055,3.634815277604241
316.8851763769565,6.13292938099618,1325.8704770336756,3797.0813458672033,4.401368008488629
435.794564798765,6.010818974459206,346.6033522834321,6509.880186617927,4.011437857153338
401.93420241110766,1.3691249552786713,908.6306658182805,5954.892602906266,4.875902099866521
93.6917444135749,8.835878194988613,1249.8311488861139,3054.982216045381,4.109885806039208
446.3332197457439,3.0232004045927074,212.75496572929742,3993.505041479201,3.714922188053962
269.9014498368675,1.7303917521866397,1770.7119183943105,3857.6259319726582,4.572078250253054
